2,High,Low,Open,Close,Volume
2024-01-13,16330000000,16299999997,16299999997,16330000000,3.0
2024-01-18,16999999999,16999999999,16999999999,16999999999,1.0
2024-01-20,16555555555,16555555555,16555555555,16555555555,1.0
2024-01-26,17000000000,17000000000,17000000000,17000000000,1.0
2024-01-27,17999999999,17000000000,17000000000,17999999999,2.0
2024-01-28,18555555555,18555555555,18555555555,18555555555,1.0
2024-02-03,19888888888,19888888888,19888888888,19888888888,1.0
2024-02-04,19855555555,19855555555,19855555555,19855555555,1.0
2024-02-06,20400000000,20400000000,20400000000,20400000000,1.0
2024-02-07,20900000000,20900000000,20900000000,20900000000,1.0
2024-02-10,24999999888,24999999888,24999999888,24999999888,1.0
2024-02-17,24888888888,24888888888,24888888888,24888888888,1.0
2024-03-04,28222222222,28222222222,28222222222,28222222222,1.0
2024-03-12,24666666666,24666666666,24666666666,24666666666,1.0
2024-03-15,29400000000,29400000000,29400000000,29400000000,1.0
2024-03-18,28755555555,28755555555,28755555555,28755555555,1.0
2024-03-19,28798000000,28798000000,28798000000,28798000000,1.0
2024-03-20,29666666666,29666666666,29666666666,29666666666,1.0
2024-03-21,28900000000,28900000000,28900000000,28900000000,1.0
2024-03-23,29999999997,29999999997,29999999997,29999999997,1.0
2024-03-28,29999999998,29999999998,29999999998,29999999998,1.0
2024-03-30,29444444444,29444444444,29444444444,29444444444,1.0
2024-03-31,29500000000,28999999999,28999999999,29500000000,2.0
2024-04-03,29600000000,29550000000,29550000000,29600000000,2.0
2024-04-04,29999999999,29999999999,29999999999,29999999999,2.0
2024-04-18,29999999999,29999999999,29999999999,29999999999,1.0
2024-04-21,33000000000,33000000000,33000000000,33000000000,1.0
2024-04-26,31888888888,31888888888,31888888888,31888888888,1.0
2024-04-27,31755555555,31755555555,31755555555,31755555555,1.0
2024-04-28,31699999999,31699999999,31699999999,31699999999,1.0
2024-05-07,27555555555,27555555555,27555555555,27555555555,1.0
2024-05-08,27966666666,27955555555,27955555555,27966666666,2.0
2024-05-12,25999999999,25800000000,25800000000,25999999999,2.0
2024-05-13,25987645414,25987645414,25987645414,25987645414,1.0
2024-05-14,25900000000,25688888888,25688888888,25900000000,3.0
2024-05-17,24900000000,24900000000,24900000000,24900000000,1.0
2024-05-25,24999999999,24999999999,24999999999,24999999999,1.0
2024-05-28,25555555555,24900000000,24900000000,25555555555,3.0
2024-05-29,24888888888,24888888888,24888888888,24888888888,1.0
2024-06-05,26333333333,26333333333,26333333333,26333333333,1.0
2024-06-11,25111111111,25111111111,25111111111,25111111111,1.0
2024-06-14,23331333333,23331333333,23331333333,23331333333,1.0
2024-06-16,23199988888,23199988888,23199988888,23199988888,1.0
2024-06-17,23198888888,23198888888,23198888888,23198888888,1.0
2024-06-20,22000000000,22000000000,22000000000,22000000000,1.0
2024-06-28,19666655555,19666655555,19666655555,19666655555,1.0
2024-06-30,17555555555,17555555555,17555555555,17555555555,1.0
2024-07-01,16888888888,16888888888,16888888888,16888888888,1.0
2024-07-03,17000000000,17000000000,17000000000,17000000000,1.0
2024-07-04,16800000000,16800000000,16800000000,16800000000,1.0
2024-07-05,16888888888,16888888888,16888888888,16888888888,1.0
2024-07-06,16999999999,16999999999,16999999999,16999999999,1.0
2024-07-13,14999998888,14999998888,14999998888,14999998888,1.0
2024-07-15,14322222222,14322222222,14322222222,14322222222,1.0
2024-07-21,14555555555,14222222222,14222222222,14555555555,2.0
2024-08-02,15666666666,13888888888,14000000000,15666666666,3.0
2024-08-03,16888888888,16888888888,16888888888,16888888888,3.0
2024-08-08,11999999999,11999999999,11999999999,11999999999,1.0
2024-08-11,9999999999,9999999999,9999999999,9999999999,2.0
2024-08-15,10199999999,10199999999,10199999999,10199999999,1.0
2024-08-19,9777777777,9777777777,9777777777,9777777777,1.0
2024-08-20,9777777777,9777777777,9777777777,9777777777,1.0
2024-08-25,9000000000,9000000000,9000000000,9000000000,1.0
2024-08-27,8777777777,8777777777,8777777777,8777777777,1.0
